movieId,movieName,nbMentions,genre,category
76825,Death of a Ghost Hunter (2007),1,Horror|Thriller,Thriller
76829,The Sweetest Thing (2002),9,Romance|Comedy,Comedy
76845,Good Burger,2,Comedy|Children,Comedy
76847,Police Story 2  (2007),1,Action|Crime|Thriller,Action
76849,Veronica Mars  (2014),2,Comedy|Drama|Crime,Drama
76861,Project Almanac (2015),1,Sci-Fi|Thriller,Thriller
76887,One Piece Film: Strong World (2009),1,Animation|Fantasy|Adventure,Adventure
76935,First Sunday (2008),2,Action|Comedy,Comedy
76940,Harry Potter and the Goblet of Fire  (2005),51,Adventure|Fantasy|Children,Adventure
77043,Uptown Saturday Night (1974),2,Comedy,Comedy
77045,Christmas in Love (2004),1,Comedy|Romance,Comedy
77066,Identity  (2003),45,Mystery|Thriller,Thriller
77115,Jack Reacher  (2012),31,Crime|Drama|Thriller,Drama
77128,Insidious ,8,Horror|Thriller,Thriller
77136,Not Fade Away  (2012),3,Drama,Drama
77140,The Living Daylights (1987),2,Action|Adventure|Thriller,Action
77141,The Lovely Bones  (2009),10,Fantasy|Drama,Drama
77154,Flypaper  (2011),1,Mystery|Comedy|Crime,Comedy
77161,A Nightmare on Elm Street (1984),164,Horror,Horror
77176,Straight to Hell  (1987),1,Action|Comedy|Western,Comedy
77190,Lethal Weapon 4 (1998),3,Action|Adventure|Comedy|Crime|Thriller,Comedy
77195,Bee Movie (2007),8,Children|Animation|Adventure|Comedy,Comedy
77216,Beethoven's 2nd  (1993),1,Children|Comedy,Comedy
77253,They Look Like People (2015),2,Drama|Horror|Mystery,Drama
77267,Fighter in the Wind (2004),1,Action|Drama,Drama
77293,A Wrinkle in Time ,184,Adventure|Children|Fantasy,Adventure
77306,Oklahoma  (1979),4,Western|Music|Romance,Romance
77330,Cleopatra  (1970),1,Crime|Drama|Mystery,Drama
77352,Harold and Maude (1971),1,Comedy|Drama|Romance,Drama
77358,Black Beauty  (1994),4,Action|Adventure|Drama|Children,Drama
77363,Encino Man (1992),4,Comedy|Children,Comedy
77376,Full Metal Jacket (1987),45,Drama|War,Drama
77384,American Pie Presents: Band Camp,1,Comedy,Comedy
77388,Shade  (2003),3,Action|Thriller|Crime,Action
77415,How the West Was Won  (1962),1,History|Western|Adventure,Adventure
77455,Citizen Kane (1941),30,Comedy|Documentary,Comedy
77478,Yes  (2004),2,Drama|Romance,Drama
77485,Contract  (2008),1,Action|Crime|Drama,Drama
77521,Triangle  (2009),1,Horror,Horror
77542,Contact  (1997),10,Drama|Sci-Fi|Mystery,Drama
77552,"We, the Women (1953)",1,Drama|Comedy|Romance,Drama
77576,The Librarians  (2001),1,Action|Thriller,Action
77597,Along Came Polly,17,Comedy|Romance,Comedy
77609,17 Again  (2009),5,Comedy,Comedy
77610,Sky High  (2003),2,Action|Foreign|Horror|Thriller,Action
77627,Abraham Lincoln: Vampire Hunter (2012),3,Action|Fantasy|Horror,Action
77628,Leprechaun  (1993),10,Comedy|Horror|Thriller,Comedy
77636,Fred  (2014),1,Comedy|Children,Comedy
77651,Peter Pan  (2003),3,Adventure|Fantasy|Children,Adventure
77666,The World's End  (2013),8,Comedy|Action|Sci-Fi,Comedy
77670,Star Trek Into Darkness (2013),6,Action|Adventure|Sci-Fi,Action
77684,Indiana Jones and the Last Crusade (1989),25,Adventure|Action,Action
77693,Wolf Creek  (2005),2,Horror|Thriller,Thriller
77696,The Heist  (2008),1,Action|Crime|Drama|Thriller,Drama
77697,White House Down (2013),25,Action|Drama|Thriller,Drama
77707,WALL-E (2008),73,Animation|Children|Comedy|Adventure,Children
77737,The Humanoid (1979),2,Fantasy|Sci-Fi,Sci-Fi
77747,National Treasure ,2,Adventure|Action|Thriller|Mystery,Action
77785,Ring 2 (1999),3,Horror|Mystery,Horror
77788,Clerks (1994),20,Comedy,Comedy
77793,Prom Night  (1980),4,Horror|Mystery|Thriller,Thriller
77798,A Perfect Murder (1998),9,Fantasy|Horror|Thriller,Thriller
77806,Stuck on You  (2003),3,Comedy,Comedy
77818,Live Free or Die  (2006),4,Action|Comedy|Crime,Comedy
77866,In Good Company  (2004),1,Action|Adventure|Drama|Romance|War,Drama
77867,The Ring  (2017),10,Thriller|Horror|Mystery,Thriller
77868,The Expendables ,3,Thriller|Adventure|Action,Action
77888,Four Sisters and a Wedding (2013),2,Comedy|Drama,Drama
77894,Cars 3  (2009),1,Children|Comedy|Animation|Adventure,Comedy
77898,Spy Game (2001),2,Action|Crime|Thriller,Action
77905,Fatal Bond (1992),1,Thriller|Drama,Drama
77910,Strange Wilderness (2008),1,Comedy,Comedy
77918,War Room  (2015),7,Drama,Drama
77925,Ong-Bak: Muay Thai Warrior (2003),4,Action|Adventure|Drama,Action
77945,Akira  (1988),14,Sci-Fi|Animation,Animation
77946,A Low Down Dirty Shame (1994),1,Action|Comedy|Crime,Comedy
77983,Black Mass  (2015),13,Crime|Drama,Drama
77986,The First Power (1990),1,Crime|Thriller|Horror,Thriller
78010,Death Wish  (1974),9,Action|Crime|Drama|Thriller,Drama
78019,Kagemusha (1980),7,Drama|War,Drama
78035,The Double Life of Veronique (1991),1,Drama|Thriller,Drama
78058,Wish I Was Here (2014),1,Drama|Comedy,Drama
78062,Robin Hood  (1991),2,Adventure,Adventure
78076,Ed Wood  (1994),1,Comedy|Drama|History,Drama
78099,Wood Love (1925),1,Drama|Comedy|Romance,Drama
78108,Enemy  (2015),1,Thriller|Mystery,Thriller
78132,Joe Dirt 2: Beautiful Loser (2015),5,Comedy,Comedy
78154,Chiko (2008),1,Drama,Drama
78168,Willy Wonka & the Chocolate Factory (1971),35,Children|Fantasy|Comedy|Adventure,Children
78172,The Terminal (2004),11,Comedy|Drama,Drama
78186,Scary Movie (2000),98,Comedy,Comedy
78201,Texas Chainsaw 3D (2013),19,Horror|Thriller,Thriller
78207,Run Fatboy Run (2007),3,Comedy|Romance,Comedy
78233,The Producers  (2005),3,Comedy|Music,Comedy
78241,Halloweentown ,2,Adventure|Comedy|Children|Fantasy|Horror|TV Movie,Comedy
78267,The Room  (2003),16,Drama|Romance,Drama
78326,Billy Elliot (2000),1,Drama|Comedy|Music,Drama
78340,Deadpool  (2016),447,Action|Adventure|Comedy,Comedy
78343,The Ghost and the Darkness (1996),2,Adventure,Adventure
78352,Burglar  (1987),1,Crime|Comedy,Comedy
78354,Soylent Green (1973),2,Mystery|Sci-Fi|Thriller,Thriller
78361,Holy Water  (2009),1,Comedy,Comedy
78373,Percy Jackson ,1,Adventure|Children|Fantasy,Adventure
78399,Houseful  (2009),2,Comedy|Drama|Romance,Drama
78418,The Avengers  (2012),443,Sci-Fi|Action|Adventure,Action
78426,Twisted  (2004),5,Action|Adventure|Crime|Drama|Thriller,Drama
78436,Battlefield Earth  (2000),3,Action|Sci-Fi|War,Action
78445,Valentine  (2001),1,Horror|Thriller,Thriller
78453,Paprika  (2006),5,Animation|Drama|Mystery|Sci-Fi|Thriller,Drama
78475,Kingdom of Heaven  (2005),10,Drama|Action|Adventure|History|War,Drama
78479,Murder in the First  (1995),1,Crime|Drama,Drama
78480,The Green Mile  (1999),58,Fantasy|Drama|Crime,Drama
78491,Over the Top  (1987),3,Action|Drama,Drama
78504,Superman II (1980),4,Action|Adventure|Fantasy|Sci-Fi,Action
78510,The Slammin' Salmon (2009),3,Comedy,Comedy
78531,The Return of the Pink Panther (1975),3,Mystery|Comedy|Crime,Comedy
78559,Much Ado About Nothing  (1993),3,Drama|Comedy|Romance,Drama
78562,A Time to Kill  (1996),9,Crime|Drama|Thriller,Drama
78566,The Incredible Invasion (1971),1,Sci-Fi|Horror,Horror
78634,The Host  (2013),13,Action|Adventure|Romance|Sci-Fi|Thriller,Action
78639,Criminal  (2016),1,Action,Action
78644,Taxi  (2004),6,Thriller|Action|Comedy|Crime,Comedy
78664,Zeitgeist  (2007),1,Documentary|History,Documentary
78665,Resolution  (2012),1,Horror|Thriller|Mystery,Thriller
78670,They Live (1988),20,Action|Horror|Sci-Fi|Thriller,Action
78673,I Think I Love My Wife (2007),1,Comedy|Romance,Comedy
78719,Saturday Night Fever (1977),3,Drama|Music,Drama
78766,Snow White and the Seven Dwarfs  (1937),11,Fantasy|Animation|Children|Comedy,Children
78779,Not Another Happy Ending (2013),15,Romance|Comedy|Drama,Drama
78799,The In-Laws  (1979),1,Action|Adventure|Comedy,Comedy
78801,The Spy Next Door (2010),16,Action|Comedy|Children,Comedy
78804,The Shaggy Dog  (2006),4,Comedy|Children,Comedy
78807,Paparazzi  (2004),2,Action|Drama|Thriller,Drama
78824,Psycho  (2008),2,Thriller|Horror|Mystery,Thriller
78854,Looney Tunes Super Stars' Bugs Bunny: Wascally Wabbit,1,Children|Comedy|Animation|Adventure,Children
78869,Mom and Dad Save the World (1992),1,Adventure|Comedy|Children|Sci-Fi,Comedy
78874,Click  (2006),136,Comedy|Drama|Fantasy|Romance,Drama
78887,Saw VI (2009),2,Horror|Mystery,Horror
78888,Eraser  (1996),7,Action|Drama|Mystery|Thriller,Drama
78925,Dusk to Dawn (1922),1,Action|Thriller|Horror,Action
78926,Once Upon a Time in the West (1968),1,Western,Western
78929,The Adventures of Pinocchio  (1996),1,Animation|Children|Fantasy|Comedy,Children
78943,Man-Proof (1938),1,Comedy|Drama|Romance,Drama
78950,It's a Free World... (2007),1,Drama,Drama
78958,Norbit (2007),16,Comedy,Comedy
78977,The Haunting  (1999),10,Horror|Thriller|Fantasy|Mystery,Thriller
79001,Outland  (1981),4,Sci-Fi,Sci-Fi
79045,Thelma ,4,Drama|Fantasy|Horror,Drama
79062,Alien  (1979),134,Horror|Action|Thriller|Sci-Fi,Action
79072,Bullets over Broadway (1994),1,Action|Comedy|Thriller,Comedy
79106,Raging Bull (1980),10,Drama,Drama
79114,Uprising  (2001),1,TV Movie|Drama|History|War,Drama
79136,Dances with Wolves (1990),26,Adventure|Drama|Western,Drama
79142,For a Few Dollars More (1965),3,Western,Western
79153,Oz the Great and Powerful (2013),6,Fantasy|Adventure|Children,Adventure
79187,Giant  (1956),1,Action|Drama|Western,Drama
79205,The Wild Geese (1978),2,Action|Thriller|War,Action
79206,May  (2002),5,Drama|Horror|Thriller|Romance,Drama
79266,Absolutely Anything (2015),14,Comedy|Sci-Fi,Comedy
79278,West Side Story  (1961),44,Crime|Drama|Music,Drama
79284,Bitter Harvest  (2016),1,War|Drama|History|Romance,Drama
79289,The Parent Trap  (1961),12,Comedy|Children,Comedy
79313,Open Season  (2006),1,Adventure|Animation|Children,Adventure
79320,Contact  (2009),14,Drama|Sci-Fi|Mystery,Drama
79341,The Other Sister (1999),3,Comedy|Drama|Romance,Drama
79370,"The Way, Way Back (2013)",1,Comedy|Drama,Drama
79379,Chicken Little  (2005),2,Animation|Children|Comedy,Comedy
79385,Night of the Living Dead (1968),31,Horror,Horror
79401,Anatomy of a Murder (1959),2,Crime|Drama|Mystery|Thriller,Drama
79407,Mortal Kombat: Rebirth (2010),2,Action|Adventure|Fantasy,Action
79408,Kubo and the Two Strings (2016),25,Animation|Adventure|Children,Adventure
79421,Machete Kills (2013),2,Action|Crime|Thriller,Action
79429,Cannibal! The Musical (1993),3,Comedy|History|Horror,Comedy
79439,Wild Thing  (1987),1,Action|Drama|Thriller,Drama
79451,Predator ,5,Sci-Fi|Action|Adventure|Thriller,Action
79464,The Tree of Life  (2011),1,Drama|Fantasy,Drama
79468,Dragnet  (1987),2,Action|Comedy|Crime,Comedy
79512,Monster House  (2006),1,Animation|Comedy|Children|Fantasy,Comedy
79543,Air Bud (1997),26,Comedy|Children|Drama,Drama
79553,The Disappearance of McKinley Nolan (2010),1,Action,Action
79665,Drag Me to Hell (2009),10,Horror|Thriller,Thriller
79689,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",1,Adventure|Drama|Action|Romance,Drama
79698,The Hurt Locker (2008),37,Drama|Thriller|War,Drama
79707,Fat Albert  (2004),2,Comedy|Drama|Children,Drama
79743,The Last Boy Scout (1991),13,Action|Thriller,Action
79750,China  (2016),1,Drama,Drama
79752,8 Heads in a Duffel Bag (1997),17,Comedy|Crime,Comedy
79755,Bully  (2001),1,Crime|Drama,Drama
79779,Gran Torino (2008),29,Drama,Drama
79811,Homeward Bound II: Lost in San Francisco (1996),7,Adventure|Comedy|Drama|Children,Drama
79815,We're Back! A Dinosaur's Story  (1993),1,Animation|Sci-Fi|Children|Comedy,Children
79824,The Divergent Series: Insurgent (2015),9,Action|Adventure|Sci-Fi,Action
79834,The Skeleton Key (2005),12,Drama|Horror|Mystery|Thriller,Drama
79851,The Mask (1988),31,Comedy|Romance|Crime|Fantasy,Comedy
79856,The Time Machine  (2002),2,Sci-Fi|Adventure|Action,Action
79863,The Bible: In the Beginning... (1966),1,Drama,Drama
79888,Puncture  (2011),1,Drama|Mystery,Drama
79894,The Debt  (2010),2,Drama|Thriller,Drama
79924,The Gladiator  (1986),4,Action|Drama|Adventure,Drama
79935,Fifty Shades of Grey  (2015),54,Drama|Romance|Thriller,Drama
79945,Deranged  (1974),1,Crime|Horror|Thriller,Thriller
79954,A Christmas Carol  (2009),2,Animation|Drama,Drama
79968,Split (2017),138,Horror|Thriller,Thriller
79978,Bully  (2011),1,Drama|Documentary,Drama
79989,Cinderella  (1994),4,Children|Comedy|Animation|Adventure,Children
80009,The Amazing Spider-Man 2 (2014),3,Action|Adventure|Fantasy,Action
80014,Maverick  (1994),4,Action|Adventure|Comedy|Drama|Western,Drama
80024,War of the Buttons  (2011),1,Children|Adventure,Adventure
80038,Lady in White (1988),1,Horror|Thriller,Thriller
80067,Toy Story (1995),180,Animation|Comedy|Children,Comedy
80074,Home for Christmas  (2010),1,Comedy,Comedy
80108,Can't Hardly Wait,11,Comedy|Drama|Romance,Drama
80131,Omen  (2003),3,Drama|Horror|Thriller,Drama
80133,Project A (1983),2,Action|Comedy,Comedy
80178,Boy Wonder  (2010),1,Action|Crime|Drama|Thriller,Drama
80188,Planes: Fire & Rescue (2014),1,Animation|Comedy|Adventure|Children,Comedy
80203,Boat Trip  (2002),1,Comedy,Comedy
80208,The Devil Wears Prada  (2006),38,Comedy|Drama|Romance,Drama
80213,A Serious Man (2009),1,Comedy|Drama,Drama
80235,Jennifer's Body (2009),1,Comedy|Horror,Comedy
80240,Annie  (1982),16,Comedy|Drama|Children|Music,Drama
80264,Zinda  (2006),3,Action|Drama|Mystery,Drama
80284,The Lion King II: Simba's Pride (1998),2,Animation|Children|Adventure,Adventure
80289,Die ,1,Thriller|Mystery,Thriller
80306,The Creeper  (1948),1,Adventure|Horror,Horror
80325,Mission: Impossible ,28,Adventure|Action|Thriller,Action
80336,Annie  (2014),7,Comedy|Drama|Children,Drama
80429,Under the Shadow (2016),1,Horror,Horror
80442,Jaws in Japan (2009),1,Thriller|Adventure|Horror,Thriller
80446,F  (2010),2,Horror|Thriller,Thriller
80448,Friday After Next (2002),6,Comedy,Comedy
80519,A Simple Plan  (1998),2,Drama|Crime|Thriller,Drama
80534,I Am Really Sorry (1976),1,Drama|Comedy|Romance,Drama
80576,Dragonball Evolution (2009),1,Action|Adventure|Fantasy|Sci-Fi|Thriller,Action
80587,The Handmaiden (2016),2,Thriller|Drama|Romance,Drama
80598,All's Faire in Love (2009),2,Comedy|Romance,Comedy
80603,Godzilla: Tokyo S.O.S. (2003),1,Sci-Fi|Action,Action
80649,Moses  (1995),1,Drama|Comedy|Horror,Drama
80683,The Cat and the Kit (1925),1,Drama|Animation|Children,Drama
80685,Sister Act (1992),8,Music|Comedy,Comedy
80691,Wild  (2016),8,Drama,Drama
80699,Anaconda  (1997),9,Adventure|Horror|Thriller,Thriller
80716,Next of Kin  (1989),3,Adventure|Drama|Action|Thriller,Drama
80769,Boiler Room  (2000),1,Crime|Drama|Thriller,Drama
80811,Vengeance  (1968),1,Western,Western
80865,Early Man ,15,Animation|Adventure|Comedy,Comedy
80886,"Good Morning, Vietnam (1987)",15,Comedy|Drama|War,Drama
80918,The Cave  (2005),4,Action|Adventure|Horror|Thriller,Action
80966,Night Falls on Manhattan (1997),1,Drama|Crime,Drama
80981,The Great Beauty (2013),4,Comedy|Drama,Drama
80985,Boo! A Madea Halloween (2016),12,Comedy|Horror,Comedy
81006,Police Academy ,1,Comedy|Crime,Comedy
81024,Third Man on the Mountain (1959),1,Adventure|Drama|Children,Drama
81075,We're the Millers (2013),44,Comedy|Crime,Comedy
81078,Cube 2: Hypercube (2002),1,Thriller|Sci-Fi|Mystery,Thriller
81080,How to Train Your Dragon 2 (2014),6,Fantasy|Action|Adventure|Animation|Comedy|Children,Comedy
81087,Holidays  (2016),1,Comedy|Horror,Comedy
81108,X (1986),1,Music|Documentary,Documentary
81135,It Comes at Night (2017),52,Horror|Mystery|Thriller,Thriller
81162,Friday  (1995),71,Comedy,Comedy
81165,Date with an Angel (1987),4,Comedy|Fantasy|Romance|Sci-Fi,Comedy
81196,The Pacifist  (1970),1,Action|Adventure|Sci-Fi,Action
81209,Freebie and the Bean (1974),2,Action|Comedy|Crime,Comedy
81232,Religulous (2008),3,Comedy|Documentary,Comedy
81234,S (2012),12,Comedy|Drama,Drama
81265,Them! (1954),3,Sci-Fi|Mystery|Horror,Horror
81296,Movie 43 (2013),2,Comedy,Comedy
81307,Haunted Rooh (2016),1,Thriller|Comedy|Horror,Thriller
81316,Johnny Be Good (1988),3,Comedy,Comedy
81317,Waiting for Forever (2010),1,Drama|Romance,Drama
81353,Once Upon a Time in China ,1,Action|Drama,Drama
81385,Fargo  (1996),71,Crime|Drama|Thriller,Drama
81415,The Mission  (1986),3,Adventure|Drama|Action|History,Drama
81416,The Man in the Moon (1991),1,Drama|Children|Romance,Drama
81432,A Serbian Film (2010),1,Horror|Crime|Thriller,Thriller
81468,Annie  (1976),4,Children|Animation|Comedy|Drama,Children
81469,The Rise of the Krays (2015),2,Crime,Crime
81474,Captain Corelli's Mandolin  (2001),3,Drama|History|Romance,Drama
81475,Triangle  (2009),3,Horror,Horror
81492,Dinosaur  (2000),10,Animation|Children|Comedy|Adventure,Children
81530,Black Beauty  (1971),1,Drama|Children,Drama
81559,Lego Marvel Super Heroes: Maximum Overload (2013),1,Children|Comedy|Animation|Adventure,Children
81563,Batman Returns (1992),2,Action|Fantasy,Action
81568,Flight  (2012),1,Animation|War,Animation
81617,The Purple Rose of Cairo (1985),3,Fantasy|Comedy|Romance,Comedy
81625,Expelled from Paradise,1,Drama|Comedy|Thriller,Drama
81660,13 Going on 30 (2004),40,Action|Sci-Fi,Action
81669,Life  (2007),3,Documentary,Documentary
81702,Hall Pass,8,Comedy,Comedy
81715,The Importance of Being Earnest  (2002),1,Comedy|Drama|History|Romance,Drama
81748,"Red Firecracker, Green Firecracker (1994)",1,Drama,Drama
81775,Never Say Die  (1939),2,Comedy,Comedy
81792,Zootopia,151,Animation|Adventure|Children|Comedy,Comedy
81805,Filth  (2013),1,Crime|Drama|Comedy,Drama
81819,Monster  (2008),5,Action|Horror|Sci-Fi,Action
81860,Spirited Away,33,Fantasy|Adventure|Animation|Children,Adventure
81865,The Treasure of the Sierra Madre  (1948),2,Action|Adventure|Drama|Western,Drama
81878,A Quiet Place to Kill (1970),1,Drama|Thriller,Drama
81881,Écoute voir (1979),1,Mystery|Sci-Fi|Thriller,Thriller
81898,The Magnificent Nine,1,Drama|Western|Romance,Drama
81916,Son of Flubber (1963),1,Comedy|Children|Romance,Comedy
81919,Miss You Already (2015),1,Comedy|Drama|Romance,Drama
81968,Rocky Balboa  (2006),1,Drama,Drama
82001,The Prophecy (1995),2,Fantasy|Horror|Thriller,Thriller
82020,The Killer Inside Me  (2010),4,Crime|Drama|Thriller,Drama
82022,Perfume  (2001),1,Drama|Horror|Thriller,Drama
82029,Ruby Sparks (2012),2,Comedy|Romance|Fantasy|Drama,Drama
82041,Prancer  (1989),1,Horror,Horror
82075,Cyborg X,2,Action|Horror|Sci-Fi,Action
82087,Last Days in Vietnam (2014),3,War|Documentary,Documentary
82145,How to Steal a Million (1966),1,Comedy|Crime|Romance,Comedy
82153,Super Size Me (2004),28,Documentary|Comedy|Drama,Drama
82201,Julia's Eyes (2010),1,Horror|Thriller,Thriller
82233,Top Secret! (1984),1,Comedy,Comedy
82284,The Client  (1994),7,Drama|Thriller|Crime|Mystery,Drama
82321,The Maltese Falcon  (1941),8,Mystery|Crime|Thriller,Thriller
82330,Wallace & Gromit: The Curse of the Were-Rabbit (2005),6,Children|Animation|Comedy|Adventure,Children
82346,Into Temptation  (2009),1,Drama,Drama
82353,Memories of Murder (2003),1,Crime|Drama|Thriller,Drama
82380,The Hidden  (1987),1,Action|Horror|Sci-Fi|Thriller,Action
82417,Wall Street  (1987),14,Crime|Drama,Drama
82419,The French Connection  (1971),12,Action|Crime|Thriller,Action
82421,Coming Home  (1978),1,Drama|Romance|War,Drama
82430,Devil's Knot  (2013),1,Crime|Drama|Thriller,Drama
82446,Something Wicked This Way Comes  (1983),1,Fantasy|Mystery|Thriller,Thriller
82467,New Jersey Drive (1995),1,Crime|Drama,Drama
82473,The Haunting in Connecticut (2009),13,Thriller|Horror,Thriller
82476,What's Eating Gilbert Grape (1993),20,Romance|Drama,Drama
82484,Jacob and Esau ,1,Drama|Comedy|Horror,Drama
82497,MASH  (1970),8,Comedy|Drama|War,Drama
82536,Anonymous  (2011),1,Drama|History|Thriller,Drama
82537,Conviction  (2010),2,Drama,Drama
82567,Hardcore Henry (2015),12,Action|Adventure|Sci-Fi,Action
82569,The Wild Bunch (1969),3,Adventure|Western,Adventure
82596,Psycho  (1998),2,Horror|Mystery|Thriller,Thriller
82602,The Goonies (1985),99,Adventure|Comedy|Children,Comedy
82631,My Super Ex-Girlfriend,2,Fantasy|Drama|Action|Comedy|Crime|Sci-Fi,Drama
82641,The Equalizer  (2014),22,Action|Drama,Drama
82650,Waco: A New Revelation (1999),5,Documentary,Documentary
82657,Into the Blue  (2005),1,Action|Thriller|Adventure|Crime,Action
82756,Stuart Little  (1999),5,Animation|Fantasy|Children|Comedy,Comedy
82763,Death Race  (2008),20,Action|Thriller|Sci-Fi,Action
82766,The Star of Santa Clara (1958),1,Children|Animation|Drama|Comedy,Children
82775,When We First Met,8,Comedy|Fantasy|Romance,Comedy
82795,A Perfect World (1993),3,Crime|Drama|Thriller,Drama
82808,Diary of a Wimpy Kid ,1,Comedy|Children,Comedy
82830,Miles Ahead  (2015),1,Biography|Drama|Music,Drama
82857,The Last Unicorn  (1982),3,Fantasy|Animation|Children|Comedy,Children
82858,Cannibal  (2006),3,Drama|Horror|Thriller|Crime,Drama
82871,Day of the Dead  (1985),1,Horror|Sci-Fi,Horror
82876,Sex and the City 2 (2010),2,Comedy|Drama|Romance,Drama
82893,Cabin in the Sky  (1943),1,Fantasy|Music,Fantasy
82894,Frozen (2013),220,Animation|Adventure|Children,Adventure
82923,Minions  (2015),53,Children|Animation|Adventure|Comedy,Comedy
82955,Heist  (2015),4,Crime|Action|Thriller,Action
82969,The Bear  (1988),1,Adventure|Drama|Children,Drama
82990,The Overnight (2015),2,Mystery|Comedy,Comedy
83006,Day Watch  (2006),3,Fantasy|Horror,Horror
83057,Scream 4 (2011),8,Horror|Mystery,Horror
83101,Free Fire (2016),2,Action|Comedy|Crime,Comedy
83105,The Neon Demon (2016),4,Thriller|Horror,Thriller
83116,Can-Can  (1960),1,Drama|Music|Romance,Drama
83132,Final Destination 5 (2011),3,Animation|Children|Fantasy|Comedy,Children
83180,Acts of Worship  (2001),1,Drama|Children,Drama
83192,What Lies Beneath (2000),25,Drama|Horror|Mystery|Thriller,Drama
83236,Ninja Scroll (1993),3,Action|Animation|Fantasy,Action
83243,The House  (1983),1,Comedy|Fantasy|Horror,Comedy
83274,It Could Happen to You  (1994),1,Comedy|Drama|Romance,Drama
83305,Haunted House  (2004),6,Thriller|Comedy|Horror,Thriller
